Username,Message,Timestamp
@PritiMaji-j6z,2πr(h+r),2026-07-24 00:33:00
@rawat6775,g....h,2026-07-24 00:33:00
@RekhaJeengar-nx2dx,btao kon hu me,2026-07-24 00:33:00
@sonamchauhan2754,good morning mam,2026-07-24 00:33:05
@simran_7i,gm sir,2026-07-24 00:33:05
@RekhaJeengar-nx2dx,haa,2026-07-24 00:33:10
@RishiSikder,2 pie r( h+r),2026-07-24 00:33:10
@RekhaJeengar-nx2dx,phchan liya,2026-07-24 00:33:20
@Chiku-sr7hf,jeengar ek hi hai clss me ,2026-07-24 00:33:32
@neerajsinghpatwal878,aaj bhernhi h class/,2026-07-24 00:33:32
@HarshalJadhao-k8g,6!=,2026-07-24 00:33:37
@rawat6775,2πr(r+h),2026-07-24 00:33:42
@PREETI__KAR,720,2026-07-24 00:33:42
@RekhaJeengar-nx2dx,,2026-07-24 00:33:47
@TANUYADAV_1228,720,2026-07-24 00:33:47
@asmywish6481,720,2026-07-24 00:33:47
@akashbhardwaj1463,720,2026-07-24 00:33:52
@sharma_mamta,Good morning sir,2026-07-24 00:33:57
@rawat6775,720,2026-07-24 00:34:02
@neerajsinghpatwal878,pss jis din promotion kra na ho us din time se aa jainge baki din chutti ,2026-07-24 00:34:02
@VarunKhajuria-b9b,Good Morning Sir,2026-07-24 00:34:12
@ASHISH748V,720,2026-07-24 00:34:18
@sharma_mamta,720,2026-07-24 00:34:18
@adityadhruw7804,Good morning sir ji,2026-07-24 00:34:23
@KartikeySinghKhangarot,morning sir,2026-07-24 00:34:23
@Chiku-sr7hf,ye mensuration wala chapter kia hai tumne ache se @anushka,2026-07-24 00:34:29
@HarshalJadhao-k8g,11!=,2026-07-24 00:34:34
@kaynath_07,sir aagye kya,2026-07-24 00:34:39
@deep_bolchii,kal class nhi hui thi na?,2026-07-24 00:34:50
@missbhardwaj27,kl class hui thi ky?,2026-07-24 00:34:55
@TANUYADAV_1228,39916800,2026-07-24 00:35:00
@RekhaJeengar-nx2dx,nhi ache nhi but thik thak,2026-07-24 00:35:00
@DeeptiraniSahu-rz1iz,nhi,2026-07-24 00:35:05
@akashbhardwaj1463,nhii hui class,2026-07-24 00:35:05
@HarshShaw-kg3lq,GURU JII KAHA HAI..... ,2026-07-24 00:35:10
@sharma_mamta,39916800,2026-07-24 00:35:20
@rawat6775,good morning sir ji sir,2026-07-24 00:35:20
@PayalGupta-q9t,Good morning sir,2026-07-24 00:35:20
@Chiku-sr7hf,mjhe sikhaogi kuch,2026-07-24 00:35:20
@Kumari2006,Good morning sir,2026-07-24 00:35:25
@LalitKumar-cf9ug,good morning sir,2026-07-24 00:35:25
@ExArmyManowarHossain,agaya ,2026-07-24 00:35:25
@kaynath_07,mrng sir,2026-07-24 00:35:25
@rawat6775,good morning sir ji,2026-07-24 00:35:32
@miss.chaitanya,Good Morning Sir ,2026-07-24 00:35:32
@ManjuDhakar-zc6oz,good morning sir,2026-07-24 00:35:32
@RekhaJeengar-nx2dx,ok,2026-07-24 00:35:32
@YogitaGiri-k7z,good morning sir ,2026-07-24 00:35:32
@varshabavne4835,radhe radhe guruji,2026-07-24 00:35:32
@Shivbeti_official,good morning sir ,2026-07-24 00:35:32
@pramodsingh-in6hy,good morning sir,2026-07-24 00:35:37
@Divyanshu-arc1,good morning sir,2026-07-24 00:35:37
@ANKITVERMA-zb7hl,good morning sir,2026-07-24 00:35:37
@vickychauhan6512,good morning sir,2026-07-24 00:35:37
@PritiMaji-j6z,good morning sir,2026-07-24 00:35:37
@MahiMittal-k4j,good morning sir ,2026-07-24 00:35:37
@Tagline009,Good morning sir ji,2026-07-24 00:35:37
@RohniRajpoot-y2u5m,good morning sir,2026-07-24 00:35:37
@asmywish6481,good morning sir,2026-07-24 00:35:37
@PREETI__KAR,GOOD MORNING GURU JI ,2026-07-24 00:35:37
@BaluVikas.,GOOD MORNING SIR ,2026-07-24 00:35:37
@SakshiSuryavanshi-mt1rb,good morning sir,2026-07-24 00:35:37
@NandiniChichkhede-e6m,Good morning Guru Jiiiiiii ,2026-07-24 00:35:42
@samriti6555,good morning sir,2026-07-24 00:35:42
@PREETI__KAR,RADHE RADHE GURUJI ,2026-07-24 00:35:47
@priyankasethi9443,Good morning sir ,2026-07-24 00:35:47
@ManjuDhakar-zc6oz,voice low,2026-07-24 00:35:47
@Divyanshu-arc1,today is my birthday ,2026-07-24 00:35:47
@Chiku-sr7hf,kese ,2026-07-24 00:35:52
@Bikash-Barman-v7e,GD morning,2026-07-24 00:35:52
@rashmitapradhan5020,Good morning sir ji ,2026-07-24 00:35:52
@lipuna-eb1fl,Good morning sir ji,2026-07-24 00:35:52
@Manu09enterprise,good morning sir,2026-07-24 00:35:52
@AkankshaHajare_03,Good morning sir ,2026-07-24 00:35:52
@SonaKumari-qo9bz,good morning sir,2026-07-24 00:35:52
@KumkumDhangar-r5g,radhe krishna guru ji,2026-07-24 00:35:57
@Bikash-Barman-v7e,good morning sir,2026-07-24 00:35:57
@Jyotisharmakush,good morning sir ,2026-07-24 00:35:57
@jyotitripathijyotitripathi666,har har Mahadev ,2026-07-24 00:35:57
@suratrisingh2823,good morning sir ,2026-07-24 00:35:57
@kumarichhotidangi,Good morning sir,2026-07-24 00:35:57
@Rudra_Rahul11,Har har Mahadev sir ,2026-07-24 00:36:02
@AmritaYadav-j2l,good morning sir ,2026-07-24 00:36:02
@aenalisitvadiya3998,good morning sir ,2026-07-24 00:36:02
@DishaSutariya,good morning sir,2026-07-24 00:36:02
@Harshadaa_Sable_31,Good morning sir ,2026-07-24 00:36:02
@marinasamad2712,good morning sir,2026-07-24 00:36:02
@priyashaw8326,90,2026-07-24 00:36:08
@RekhaJeengar-nx2dx,ye to tum btao,2026-07-24 00:36:08
@URVIGALSAR,good morning sir,2026-07-24 00:36:08
@akashbhardwaj1463,happy birthday divyanshu,2026-07-24 00:36:08
@vaibhavsharma6904,90,2026-07-24 00:36:08
@AashishGrover-tt8hg,good morning sir,2026-07-24 00:36:08
@TANUYADAV_1228,90,2026-07-24 00:36:08
@Anshuthakur-p3w,90,2026-07-24 00:36:13
@PritiMaji-j6z,90,2026-07-24 00:36:13
@Gulab-Singh-3366,90,2026-07-24 00:36:13
@ArunaMahapatra-w4y,Good morning  Sir,2026-07-24 00:36:13
@knowledgefactory51,good morning viral army,2026-07-24 00:36:13
@rawat6775,90,2026-07-24 00:36:13
@PREETI__KAR,110,2026-07-24 00:36:13
@AnchalJaiswal-s8z,90,2026-07-24 00:36:18
@LalitKumar-cf9ug,90,2026-07-24 00:36:18
@NandiniChichkhede-e6m,90,2026-07-24 00:36:18
@TwishaJoshi05,90,2026-07-24 00:36:18
@priyankasethi9443,90,2026-07-24 00:36:18
@sauravaryan4688,90,2026-07-24 00:36:18
@miss.chaitanya,90,2026-07-24 00:36:18
@Tagline009,90,2026-07-24 00:36:18
@RajuYP,Good morning Sir,2026-07-24 00:36:18
@pramodsingh-in6hy,90,2026-07-24 00:36:18
@aarushigudipelly8324,90,2026-07-24 00:36:18
@Lilysingh93,good morning sir ,2026-07-24 00:36:18
@Us_08,Good morning sir,2026-07-24 00:36:18
@asmywish6481,90,2026-07-24 00:36:18
@RishiSikder,90,2026-07-24 00:36:18
@BankingUpdateByRanjeet,90,2026-07-24 00:36:18
@priyasinha6784,90,2026-07-24 00:36:18
@lipuna-eb1fl,90,2026-07-24 00:36:18
@KumkumBhawsar-j5s,90,2026-07-24 00:36:18
@SakshiSuryavanshi-mt1rb,90,2026-07-24 00:36:18
@sharma_mamta,90,2026-07-24 00:36:18
@knowledgefactory51,90,2026-07-24 00:36:18
@ImonChakraborty1997,90,2026-07-24 00:36:18
@AmritaYadav-j2l,90,2026-07-24 00:36:18
@nishithmahida4133,90,2026-07-24 00:36:23
@myselfankan007,90,2026-07-24 00:36:23
@supriyakarn5708,90,2026-07-24 00:36:23
@Romisharma-it1fu,good morning sir,2026-07-24 00:36:23
@_anshi__ka,90,2026-07-24 00:36:23
@pratikshatonge163,90,2026-07-24 00:36:23
@kavitasonker1197,90,2026-07-24 00:36:23
@RohniRajpoot-y2u5m,90,2026-07-24 00:36:23
@ashokmoharana6456,90,2026-07-24 00:36:23
@SurendarEasam,90,2026-07-24 00:36:23
@kumarichhotidangi,90,2026-07-24 00:36:23
@Sakshi_Thakur25,90,2026-07-24 00:36:23
@sonamchauhan2754,90,2026-07-24 00:36:23
@ANKITVERMA-zb7hl,90,2026-07-24 00:36:23
@FatimaMulla-uv2hw,90,2026-07-24 00:36:23
@DishaSutariya,90,2026-07-24 00:36:23
@NILP-d4p,90,2026-07-24 00:36:23
@marinasamad2712,90,2026-07-24 00:36:23
@souravsingh5367,90,2026-07-24 00:36:23
@Aditi_Yadav26,90,2026-07-24 00:36:23
@Shivbeti_official,90,2026-07-24 00:36:23
@Dimpeeeee,90,2026-07-24 00:36:23
@namitakhatri5848,90,2026-07-24 00:36:28
@jyotitripathijyotitripathi666,90,2026-07-24 00:36:28
@ASHISH748V,90,2026-07-24 00:36:28
@JyotiBhargav9575-1,90,2026-07-24 00:36:28
@mayurimhatre8345,90,2026-07-24 00:36:28
@Kumari2006,90,2026-07-24 00:36:28
@NehaSingh-sv1xb,90,2026-07-24 00:36:28
@sonalikhotele5610,90,2026-07-24 00:36:28
@mohammadthaslima5101,90,2026-07-24 00:36:28
@PoojaKumari-xy3dj,90,2026-07-24 00:36:28
@KomalKS0808,90,2026-07-24 00:36:28
@divyatheresa-hj1vs,90,2026-07-24 00:36:28
@utkarshsrivastava5728,90,2026-07-24 00:36:28
@priyanshunegi9752,90,2026-07-24 00:36:28
@ShaliniKumari-l4x,90,2026-07-24 00:36:28
@mohikadev298,90,2026-07-24 00:36:28
@PritiMaji-j6z,ok sir,2026-07-24 00:36:28
@Harshadaa_Sable_31,90,2026-07-24 00:36:28
@suratrisingh2823,90,2026-07-24 00:36:28
@LavanyaAdireddy,90,2026-07-24 00:36:28
@ExArmyManowarHossain,90,2026-07-24 00:36:28
@maddisanjana3528,90,2026-07-24 00:36:28
